total_simulation_replications,pareto_set_size,TB_obj_1_range,TB_obj_2_range,TB_obj_3_range,done,training_iteration,trial_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0,3,"(50.4168, 56.07425833333334)","(0.859325, 25.777291666666667)","(4.24645, 56.27369166666667)",False,1,9eb52_00001,2024-01-22_15-07-28,1705954048,32.1156005859375,32.1156005859375,39405,d0135,10.99.101.135,32.1156005859375,1
120,3,"(50.4168, 56.07425833333334)","(0.859325, 25.777291666666667)","(4.24645, 56.27369166666667)",False,2,9eb52_00001,2024-01-22_15-07-28,1705954048,0.03148794174194336,32.14708852767944,39405,d0135,10.99.101.135,32.14708852767944,2
120.0,3,"(50.4168, 56.07425833333334)","(0.859325, 25.777291666666667)","(4.24645, 56.27369166666667)",False,3,9eb52_00001,2024-01-22_15-07-28,1705954048,0.030483484268188477,32.17757201194763,39405,d0135,10.99.101.135,32.17757201194763,3
120.0,3,"(50.4168, 56.07425833333334)","(0.859325, 25.777291666666667)","(4.24645, 56.27369166666667)",False,4,9eb52_00001,2024-01-22_15-07-28,1705954048,0.030385494232177734,32.20795750617981,39405,d0135,10.99.101.135,32.20795750617981,4
120.0,3,"(50.4168, 56.07425833333334)","(0.859325, 25.777291666666667)","(4.24645, 56.27369166666667)",False,5,9eb52_00001,2024-01-22_15-07-29,1705954049,0.030387401580810547,32.23834490776062,39405,d0135,10.99.101.135,32.23834490776062,5
120.0,3,"(50.4168, 56.07425833333334)","(0.859325, 25.777291666666667)","(4.24645, 56.27369166666667)",False,6,9eb52_00001,2024-01-22_15-07-29,1705954049,0.03045201301574707,32.26879692077637,39405,d0135,10.99.101.135,32.26879692077637,6
120.0,3,"(50.4168, 56.07425833333334)","(0.859325, 25.777291666666667)","(4.24645, 56.27369166666667)",False,7,9eb52_00001,2024-01-22_15-07-29,1705954049,0.030306100845336914,32.299103021621704,39405,d0135,10.99.101.135,32.299103021621704,7
120.0,3,"(50.4168, 56.07425833333334)","(0.859325, 25.777291666666667)","(4.24645, 56.27369166666667)",False,8,9eb52_00001,2024-01-22_15-07-29,1705954049,0.03099370002746582,32.33009672164917,39405,d0135,10.99.101.135,32.33009672164917,8
120.0,3,"(50.4168, 56.07425833333334)","(0.859325, 25.777291666666667)","(4.24645, 56.27369166666667)",False,9,9eb52_00001,2024-01-22_15-07-29,1705954049,0.030556917190551758,32.36065363883972,39405,d0135,10.99.101.135,32.36065363883972,9
120.0,3,"(50.4168, 56.07425833333334)","(0.859325, 25.777291666666667)","(4.24645, 56.27369166666667)",False,10,9eb52_00001,2024-01-22_15-07-29,1705954049,0.030466556549072266,32.391120195388794,39405,d0135,10.99.101.135,32.391120195388794,10
120.0,3,"(50.4168, 56.07425833333334)","(0.859325, 25.777291666666667)","(4.24645, 56.27369166666667)",False,11,9eb52_00001,2024-01-22_15-07-29,1705954049,0.030614137649536133,32.42173433303833,39405,d0135,10.99.101.135,32.42173433303833,11
120.0,3,"(50.4168, 56.07425833333334)","(0.859325, 25.777291666666667)","(4.24645, 56.27369166666667)",False,12,9eb52_00001,2024-01-22_15-07-29,1705954049,0.03572845458984375,32.457462787628174,39405,d0135,10.99.101.135,32.457462787628174,12
120.0,3,"(50.4168, 56.07425833333334)","(0.859325, 25.777291666666667)","(4.24645, 56.27369166666667)",False,13,9eb52_00001,2024-01-22_15-07-29,1705954049,0.03095269203186035,32.488415479660034,39405,d0135,10.99.101.135,32.488415479660034,13
120.0,3,"(50.4168, 56.07425833333334)","(0.859325, 25.777291666666667)","(4.24645, 56.27369166666667)",False,14,9eb52_00001,2024-01-22_15-07-29,1705954049,0.030623197555541992,32.519038677215576,39405,d0135,10.99.101.135,32.519038677215576,14
120.0,3,"(50.4168, 56.07425833333334)","(0.859325, 25.777291666666667)","(4.24645, 56.27369166666667)",False,15,9eb52_00001,2024-01-22_15-07-29,1705954049,0.030385255813598633,32.549423933029175,39405,d0135,10.99.101.135,32.549423933029175,15
120.0,3,"(50.4168, 56.07425833333334)","(0.859325, 25.777291666666667)","(4.24645, 56.27369166666667)",False,16,9eb52_00001,2024-01-22_15-07-29,1705954049,0.03065204620361328,32.58007597923279,39405,d0135,10.99.101.135,32.58007597923279,16
120.0,3,"(50.4168, 56.07425833333334)","(0.859325, 25.777291666666667)","(4.24645, 56.27369166666667)",False,17,9eb52_00001,2024-01-22_15-07-29,1705954049,0.030604839324951172,32.61068081855774,39405,d0135,10.99.101.135,32.61068081855774,17
120.0,3,"(50.4168, 56.07425833333334)","(0.859325, 25.777291666666667)","(4.24645, 56.27369166666667)",False,18,9eb52_00001,2024-01-22_15-07-29,1705954049,0.030861616134643555,32.64154243469238,39405,d0135,10.99.101.135,32.64154243469238,18
120.0,3,"(50.4168, 56.07425833333334)","(0.859325, 25.777291666666667)","(4.24645, 56.27369166666667)",False,19,9eb52_00001,2024-01-22_15-07-29,1705954049,0.030549287796020508,32.6720917224884,39405,d0135,10.99.101.135,32.6720917224884,19
120.0,3,"(50.4168, 56.07425833333334)","(0.859325, 25.777291666666667)","(4.24645, 56.27369166666667)",False,20,9eb52_00001,2024-01-22_15-07-29,1705954049,0.03068399429321289,32.702775716781616,39405,d0135,10.99.101.135,32.702775716781616,20
120.0,3,"(50.4168, 56.07425833333334)","(0.859325, 25.777291666666667)","(4.24645, 56.27369166666667)",False,21,9eb52_00001,2024-01-22_15-07-29,1705954049,0.031054973602294922,32.73383069038391,39405,d0135,10.99.101.135,32.73383069038391,21
120.0,3,"(50.4168, 56.07425833333334)","(0.859325, 25.777291666666667)","(4.24645, 56.27369166666667)",False,22,9eb52_00001,2024-01-22_15-07-29,1705954049,0.030596017837524414,32.764426708221436,39405,d0135,10.99.101.135,32.764426708221436,22
120.0,3,"(50.4168, 56.07425833333334)","(0.859325, 25.777291666666667)","(4.24645, 56.27369166666667)",False,23,9eb52_00001,2024-01-22_15-07-29,1705954049,0.0010194778442382812,32.765446186065674,39405,d0135,10.99.101.135,32.765446186065674,23
120.0,3,"(50.4168, 56.07425833333334)","(0.859325, 25.777291666666667)","(4.24645, 56.27369166666667)",False,24,9eb52_00001,2024-01-22_15-07-29,1705954049,0.0009903907775878906,32.76643657684326,39405,d0135,10.99.101.135,32.76643657684326,24
120.0,3,"(50.4168, 56.07425833333334)","(0.859325, 25.777291666666667)","(4.24645, 56.27369166666667)",False,25,9eb52_00001,2024-01-22_15-07-29,1705954049,0.0010352134704589844,32.76747179031372,39405,d0135,10.99.101.135,32.76747179031372,25
120.0,3,"(50.4168, 56.07425833333334)","(0.859325, 25.777291666666667)","(4.24645, 56.27369166666667)",False,26,9eb52_00001,2024-01-22_15-07-29,1705954049,0.0009737014770507812,32.76844549179077,39405,d0135,10.99.101.135,32.76844549179077,26
120.0,3,"(50.4168, 56.07425833333334)","(0.859325, 25.777291666666667)","(4.24645, 56.27369166666667)",False,27,9eb52_00001,2024-01-22_15-07-29,1705954049,0.001001119613647461,32.76944661140442,39405,d0135,10.99.101.135,32.76944661140442,27
120.0,3,"(50.4168, 56.07425833333334)","(0.859325, 25.777291666666667)","(4.24645, 56.27369166666667)",False,28,9eb52_00001,2024-01-22_15-07-29,1705954049,0.000985860824584961,32.770432472229004,39405,d0135,10.99.101.135,32.770432472229004,28
120.0,3,"(50.4168, 56.07425833333334)","(0.859325, 25.777291666666667)","(4.24645, 56.27369166666667)",False,29,9eb52_00001,2024-01-22_15-07-29,1705954049,0.0010082721710205078,32.771440744400024,39405,d0135,10.99.101.135,32.771440744400024,29
120.0,3,"(50.4168, 56.07425833333334)","(0.859325, 25.777291666666667)","(4.24645, 56.27369166666667)",False,30,9eb52_00001,2024-01-22_15-07-29,1705954049,0.0009996891021728516,32.7724404335022,39405,d0135,10.99.101.135,32.7724404335022,30
120.0,3,"(50.4168, 56.07425833333334)","(0.859325, 25.777291666666667)","(4.24645, 56.27369166666667)",False,31,9eb52_00001,2024-01-22_15-07-29,1705954049,0.0010423660278320312,32.77348279953003,39405,d0135,10.99.101.135,32.77348279953003,31
