total_simulation_replications,pareto_set_size,TB_obj_1_range,TB_obj_2_range,TB_obj_3_range,done,training_iteration,trial_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0,2,"(46.22703333333334, 54.749)","(3.3624000000000005, 41.70813333333333)","(9.885183333333332, 116.68465000000002)",False,1,aa9be_00001,2024-01-22_14-32-00,1705951920,23.26682734489441,23.26682734489441,81035,d0133,10.99.101.133,23.26682734489441,1
