total_simulation_replications,pareto_set_size,TB_obj_1_range,TB_obj_2_range,TB_obj_3_range,done,training_iteration,trial_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0,1,"(50.83216666666667, 50.83216666666667)","(3.1730250000000004, 3.1730250000000004)","(11.543841666666667, 11.543841666666667)",False,1,83202_00000,2024-01-22_14-37-16,1705952236,45.69667363166809,45.69667363166809,98147,d0133,10.99.101.133,45.69667363166809,1
150,1,"(50.83216666666667, 50.83216666666667)","(3.1730250000000004, 3.1730250000000004)","(11.543841666666667, 11.543841666666667)",False,2,83202_00000,2024-01-22_14-37-16,1705952236,0.03029775619506836,45.72697138786316,98147,d0133,10.99.101.133,45.72697138786316,2
150.0,1,"(50.83216666666667, 50.83216666666667)","(3.1730250000000004, 3.1730250000000004)","(11.543841666666667, 11.543841666666667)",False,3,83202_00000,2024-01-22_14-37-16,1705952236,0.030131101608276367,45.757102489471436,98147,d0133,10.99.101.133,45.757102489471436,3
150.0,1,"(50.83216666666667, 50.83216666666667)","(3.1730250000000004, 3.1730250000000004)","(11.543841666666667, 11.543841666666667)",False,4,83202_00000,2024-01-22_14-37-16,1705952236,0.030267953872680664,45.787370443344116,98147,d0133,10.99.101.133,45.787370443344116,4
150.0,1,"(50.83216666666667, 50.83216666666667)","(3.1730250000000004, 3.1730250000000004)","(11.543841666666667, 11.543841666666667)",False,5,83202_00000,2024-01-22_14-37-16,1705952236,0.03008246421813965,45.817452907562256,98147,d0133,10.99.101.133,45.817452907562256,5
150.0,1,"(50.83216666666667, 50.83216666666667)","(3.1730250000000004, 3.1730250000000004)","(11.543841666666667, 11.543841666666667)",False,6,83202_00000,2024-01-22_14-37-16,1705952236,0.030149221420288086,45.847602128982544,98147,d0133,10.99.101.133,45.847602128982544,6
150.0,1,"(50.83216666666667, 50.83216666666667)","(3.1730250000000004, 3.1730250000000004)","(11.543841666666667, 11.543841666666667)",False,7,83202_00000,2024-01-22_14-37-16,1705952236,0.030026674270629883,45.877628803253174,98147,d0133,10.99.101.133,45.877628803253174,7
150.0,1,"(50.83216666666667, 50.83216666666667)","(3.1730250000000004, 3.1730250000000004)","(11.543841666666667, 11.543841666666667)",False,8,83202_00000,2024-01-22_14-37-16,1705952236,0.03007817268371582,45.90770697593689,98147,d0133,10.99.101.133,45.90770697593689,8
150.0,1,"(50.83216666666667, 50.83216666666667)","(3.1730250000000004, 3.1730250000000004)","(11.543841666666667, 11.543841666666667)",False,9,83202_00000,2024-01-22_14-37-16,1705952236,0.03006148338317871,45.93776845932007,98147,d0133,10.99.101.133,45.93776845932007,9
150.0,1,"(50.83216666666667, 50.83216666666667)","(3.1730250000000004, 3.1730250000000004)","(11.543841666666667, 11.543841666666667)",False,10,83202_00000,2024-01-22_14-37-16,1705952236,0.029967069625854492,45.96773552894592,98147,d0133,10.99.101.133,45.96773552894592,10
150.0,1,"(50.83216666666667, 50.83216666666667)","(3.1730250000000004, 3.1730250000000004)","(11.543841666666667, 11.543841666666667)",False,11,83202_00000,2024-01-22_14-37-16,1705952236,0.030118942260742188,45.997854471206665,98147,d0133,10.99.101.133,45.997854471206665,11
150.0,1,"(50.83216666666667, 50.83216666666667)","(3.1730250000000004, 3.1730250000000004)","(11.543841666666667, 11.543841666666667)",False,12,83202_00000,2024-01-22_14-37-16,1705952236,0.030174970626831055,46.028029441833496,98147,d0133,10.99.101.133,46.028029441833496,12
150.0,1,"(50.83216666666667, 50.83216666666667)","(3.1730250000000004, 3.1730250000000004)","(11.543841666666667, 11.543841666666667)",False,13,83202_00000,2024-01-22_14-37-16,1705952236,0.03129124641418457,46.05932068824768,98147,d0133,10.99.101.133,46.05932068824768,13
150.0,1,"(50.83216666666667, 50.83216666666667)","(3.1730250000000004, 3.1730250000000004)","(11.543841666666667, 11.543841666666667)",False,14,83202_00000,2024-01-22_14-37-16,1705952236,0.0302274227142334,46.089548110961914,98147,d0133,10.99.101.133,46.089548110961914,14
150.0,1,"(50.83216666666667, 50.83216666666667)","(3.1730250000000004, 3.1730250000000004)","(11.543841666666667, 11.543841666666667)",False,15,83202_00000,2024-01-22_14-37-16,1705952236,0.030279874801635742,46.11982798576355,98147,d0133,10.99.101.133,46.11982798576355,15
150.0,1,"(50.83216666666667, 50.83216666666667)","(3.1730250000000004, 3.1730250000000004)","(11.543841666666667, 11.543841666666667)",False,16,83202_00000,2024-01-22_14-37-16,1705952236,0.030193328857421875,46.15002131462097,98147,d0133,10.99.101.133,46.15002131462097,16
150.0,1,"(50.83216666666667, 50.83216666666667)","(3.1730250000000004, 3.1730250000000004)","(11.543841666666667, 11.543841666666667)",False,17,83202_00000,2024-01-22_14-37-16,1705952236,0.030239343643188477,46.18026065826416,98147,d0133,10.99.101.133,46.18026065826416,17
150.0,1,"(50.83216666666667, 50.83216666666667)","(3.1730250000000004, 3.1730250000000004)","(11.543841666666667, 11.543841666666667)",False,18,83202_00000,2024-01-22_14-37-16,1705952236,0.030269384384155273,46.210530042648315,98147,d0133,10.99.101.133,46.210530042648315,18
150.0,1,"(50.83216666666667, 50.83216666666667)","(3.1730250000000004, 3.1730250000000004)","(11.543841666666667, 11.543841666666667)",False,19,83202_00000,2024-01-22_14-37-16,1705952236,0.03019094467163086,46.240720987319946,98147,d0133,10.99.101.133,46.240720987319946,19
150.0,1,"(50.83216666666667, 50.83216666666667)","(3.1730250000000004, 3.1730250000000004)","(11.543841666666667, 11.543841666666667)",False,20,83202_00000,2024-01-22_14-37-17,1705952237,0.030422449111938477,46.271143436431885,98147,d0133,10.99.101.133,46.271143436431885,20
150.0,1,"(50.83216666666667, 50.83216666666667)","(3.1730250000000004, 3.1730250000000004)","(11.543841666666667, 11.543841666666667)",False,21,83202_00000,2024-01-22_14-37-17,1705952237,0.030180692672729492,46.301324129104614,98147,d0133,10.99.101.133,46.301324129104614,21
150.0,1,"(50.83216666666667, 50.83216666666667)","(3.1730250000000004, 3.1730250000000004)","(11.543841666666667, 11.543841666666667)",False,22,83202_00000,2024-01-22_14-37-17,1705952237,0.030140399932861328,46.331464529037476,98147,d0133,10.99.101.133,46.331464529037476,22
150.0,1,"(50.83216666666667, 50.83216666666667)","(3.1730250000000004, 3.1730250000000004)","(11.543841666666667, 11.543841666666667)",False,23,83202_00000,2024-01-22_14-37-17,1705952237,0.0006806850433349609,46.33214521408081,98147,d0133,10.99.101.133,46.33214521408081,23
150.0,1,"(50.83216666666667, 50.83216666666667)","(3.1730250000000004, 3.1730250000000004)","(11.543841666666667, 11.543841666666667)",False,24,83202_00000,2024-01-22_14-37-17,1705952237,0.0006802082061767578,46.33282542228699,98147,d0133,10.99.101.133,46.33282542228699,24
150.0,1,"(50.83216666666667, 50.83216666666667)","(3.1730250000000004, 3.1730250000000004)","(11.543841666666667, 11.543841666666667)",False,25,83202_00000,2024-01-22_14-37-17,1705952237,0.0006783008575439453,46.33350372314453,98147,d0133,10.99.101.133,46.33350372314453,25
150.0,1,"(50.83216666666667, 50.83216666666667)","(3.1730250000000004, 3.1730250000000004)","(11.543841666666667, 11.543841666666667)",False,26,83202_00000,2024-01-22_14-37-17,1705952237,0.0006647109985351562,46.334168434143066,98147,d0133,10.99.101.133,46.334168434143066,26
